circRNA,Alias
hsa_circRNA_000874,hsa_circ_0000874
hsa_circRNA_000873,hsa_circ_0000873
hsa_circRNA_102090,hsa_circ_0008601
hsa_circRNA_003704,hsa_circ_0003704
hsa_circRNA_102685,hsa_circ_0003578
hsa_circRNA_101006,hsa_circ_0025278
hsa_circRNA_003997,hsa_circ_0003997
hsa_circRNA_002086,hsa_circ_0001693
hsa_circRNA_104319,hsa_circ_0079492
hsa_circRNA_101258,hsa_circ_0004711
hsa_circRNA_101772,hsa_circ_0038679
hsa_circRNA_100361,hsa_circ_0008339
hsa_circRNA_001379,hsa_circ_0000516
hsa_circRNA_000770,hsa_circ_0000770
hsa_circRNA_102448,hsa_circ_0002579
hsa_circRNA_054221,hsa_circ_0054221
hsa_circRNA_104713,hsa_circ_0085784
hsa_circRNA_102132,hsa_circ_0044699
hsa_circRNA_103962,hsa_circ_0008595
hsa_circRNA_104763,hsa_circ_0086720
hsa_circRNA_101718,hsa_circ_0038082
hsa_circRNA_100523,hsa_circ_0000205
hsa_circRNA_400077,hsa_circ_0092369
hsa_circRNA_103507,hsa_circ_0067913
hsa_circRNA_049537,hsa_circ_0049537
hsa_circRNA_105013,hsa_circ_0001936
hsa_circRNA_100171,hsa_circ_0003352
hsa_circRNA_001237,hsa_circ_0001237
hsa_circRNA_105004,hsa_circ_0090869
hsa_circRNA_101350,hsa_circ_0031806
hsa_circRNA_100571,hsa_circ_0018004
hsa_circRNA_006054,hsa_circ_0006054
hsa_circRNA_021529,hsa_circ_0021529
hsa_circRNA_103502,hsa_circ_0001358
hsa_circRNA_100541,hsa_circ_0017636
hsa_circRNA_032244,hsa_circ_0032244
hsa_circRNA_101367,hsa_circ_0001998
hsa_circRNA_104651,hsa_circ_0084927
hsa_circRNA_103470,hsa_circ_0067301
hsa_circRNA_000315,hsa_circ_0001071
hsa_circRNA_102384,hsa_circ_0047891
hsa_circRNA_036450,hsa_circ_0036450
hsa_circRNA_103971,hsa_circ_0001541
hsa_circRNA_034677,hsa_circ_0034677
hsa_circRNA_102778,hsa_circ_0055548
hsa_circRNA_103973,hsa_circ_0074269
hsa_circRNA_051239,hsa_circ_0051239
hsa_circRNA_051238,hsa_circ_0051238
hsa_circRNA_003623,hsa_circ_0003623
hsa_circRNA_028681,hsa_circ_0028681
hsa_circRNA_100239,hsa_circ_0012673
hsa_circRNA_102690,hsa_circ_0054033
hsa_circRNA_103405,hsa_circ_0066380
hsa_circRNA_050649,hsa_circ_0050649
hsa_circRNA_050648,hsa_circ_0050648
hsa_circRNA_102505,hsa_circ_0050395
hsa_circRNA_024917,hsa_circ_0024917
hsa_circRNA_400056,hsa_circ_0092297
hsa_circRNA_002743,hsa_circ_0002743
hsa_circRNA_102375,hsa_circ_0009038
hsa_circRNA_008546,hsa_circ_0008546
hsa_circRNA_072714,hsa_circ_0072714
hsa_circRNA_102904,hsa_circ_0008459
hsa_circRNA_104537,hsa_circ_0003511
hsa_circRNA_003206,hsa_circ_0003206
hsa_circRNA_079245,hsa_circ_0079245
hsa_circRNA_103232,hsa_circ_0002877
hsa_circRNA_053073,hsa_circ_0053073
hsa_circRNA_102509,hsa_circ_0006446
hsa_circRNA_102657,hsa_circ_0006790
hsa_circRNA_101471,hsa_circ_0034398
hsa_circRNA_101428,hsa_circ_0032971
hsa_circRNA_102334,hsa_circ_0007117
hsa_circRNA_104594,hsa_circ_0005564
hsa_circRNA_101352,hsa_circ_0031851
hsa_circRNA_104289,hsa_circ_0008809
hsa_circRNA_000349,hsa_circ_0000349
hsa_circRNA_103428,hsa_circ_0004639
hsa_circRNA_101557,hsa_circ_0003526
hsa_circRNA_025500,hsa_circ_0025500
hsa_circRNA_104523,hsa_circ_0082951
hsa_circRNA_001754,hsa_circ_0000559
hsa_circRNA_071705,hsa_circ_0071705
hsa_circRNA_102506,hsa_circ_0000924
hsa_circRNA_102166,hsa_circ_0004913
hsa_circRNA_103594,hsa_circ_0004228
hsa_circRNA_063512,hsa_circ_0063512
hsa_circRNA_104098,hsa_circ_0076078
hsa_circRNA_101796,hsa_circ_0006847
hsa_circRNA_077627,hsa_circ_0077627
hsa_circRNA_103196,hsa_circ_0062808
hsa_circRNA_003523,hsa_circ_0003523
hsa_circRNA_102394,hsa_circ_0006209
hsa_circRNA_100984,hsa_circ_0002019
hsa_circRNA_008126,hsa_circ_0008126
hsa_circRNA_104696,hsa_circ_0085704
hsa_circRNA_103272,hsa_circ_0001260
hsa_circRNA_005015,hsa_circ_0005015
hsa_circRNA_103033,hsa_circ_0004468
hsa_circRNA_060308,hsa_circ_0060308
hsa_circRNA_083171,hsa_circ_0083171
hsa_circRNA_101654,hsa_circ_0037007
hsa_circRNA_101653,hsa_circ_0037002
hsa_circRNA_032475,hsa_circ_0032475
hsa_circRNA_002053,hsa_circ_0002053
hsa_circRNA_088608,hsa_circ_0088608
hsa_circRNA_044480,hsa_circ_0044480
hsa_circRNA_102086,hsa_circ_0044013
hsa_circRNA_104413,hsa_circ_0080724
hsa_circRNA_101119,hsa_circ_0002762
hsa_circRNA_104752,hsa_circ_0086645
hsa_circRNA_104641,hsa_circ_0084677
hsa_circRNA_105039,hsa_circ_0091934
hsa_circRNA_062794,hsa_circ_0062794
hsa_circRNA_101765,hsa_circ_0038646
hsa_circRNA_083919,hsa_circ_0083919
hsa_circRNA_100025,hsa_circ_0009468
hsa_circRNA_100021,hsa_circ_0009456
hsa_circRNA_054525,hsa_circ_0054525
hsa_circRNA_001858,hsa_circ_0001858
hsa_circRNA_104305,hsa_circ_0005601
hsa_circRNA_000721,hsa_circ_0001465
hsa_circRNA_035038,hsa_circ_0035038
hsa_circRNA_080802,hsa_circ_0080802
hsa_circRNA_104616,hsa_circ_0002003
hsa_circRNA_075968,hsa_circ_0075968
hsa_circRNA_102414,hsa_circ_0000871
hsa_circRNA_059774,hsa_circ_0059774
hsa_circRNA_102740,hsa_circ_0007387
hsa_circRNA_100842,hsa_circ_0022591
hsa_circRNA_037139,hsa_circ_0037139
hsa_circRNA_028162,hsa_circ_0028162
hsa_circRNA_068400,hsa_circ_0068400
hsa_circRNA_101555,hsa_circ_0001955
hsa_circRNA_102586,hsa_circ_0051718
hsa_circRNA_103135,hsa_circ_0061774
hsa_circRNA_102062,hsa_circ_0007990
hsa_circRNA_101610,hsa_circ_0003620
hsa_circRNA_101921,hsa_circ_0041098
hsa_circRNA_102412,hsa_circ_0002661
hsa_circRNA_100123,hsa_circ_0011163
hsa_circRNA_104716,hsa_circ_0005256
hsa_circRNA_001678,hsa_circ_0000517
hsa_circRNA_100994,hsa_circ_0024895
hsa_circRNA_100303,hsa_circ_0006583
hsa_circRNA_008189,hsa_circ_0008189
hsa_circRNA_103675,hsa_circ_0070114
hsa_circRNA_103672,hsa_circ_0070100
hsa_circRNA_007393,hsa_circ_0007393
hsa_circRNA_104674,hsa_circ_0005114
hsa_circRNA_100921,hsa_circ_0023920
hsa_circRNA_104053,hsa_circ_0002958
hsa_circRNA_102693,hsa_circ_0054118
hsa_circRNA_043598,hsa_circ_0043598
hsa_circRNA_007443,hsa_circ_0007443
hsa_circRNA_104387,hsa_circ_0080425
hsa_circRNA_103387,hsa_circ_0065932
hsa_circRNA_103701,hsa_circ_0006387
hsa_circRNA_100207,hsa_circ_0012277
hsa_circRNA_014737,hsa_circ_0014737
hsa_circRNA_101316,hsa_circ_0000523
hsa_circRNA_104863,hsa_circ_0002890
hsa_circRNA_101257,hsa_circ_0030062
hsa_circRNA_101540,hsa_circ_0035559
hsa_circRNA_066536,hsa_circ_0066536
hsa_circRNA_001197,hsa_circ_0001197
hsa_circRNA_100852,hsa_circ_0022989
hsa_circRNA_100139,hsa_circ_0011279
hsa_circRNA_005386,hsa_circ_0005386
hsa_circRNA_027023,hsa_circ_0027023
hsa_circRNA_048963,hsa_circ_0048963
hsa_circRNA_100476,hsa_circ_0016863
hsa_circRNA_043033,hsa_circ_0043033
hsa_circRNA_100508,hsa_circ_0017280
hsa_circRNA_004334,hsa_circ_0004334
hsa_circRNA_007656,hsa_circ_0007656
hsa_circRNA_104877,hsa_circ_0088072
hsa_circRNA_001948,hsa_circ_0001948
hsa_circRNA_067347,hsa_circ_0067347
hsa_circRNA_038393,hsa_circ_0038393
hsa_circRNA_101596,hsa_circ_0006810
hsa_circRNA_100739,hsa_circ_0003834
hsa_circRNA_000996,hsa_circ_0001901
hsa_circRNA_002761,hsa_circ_0002761
hsa_circRNA_010144,hsa_circ_0010144
hsa_circRNA_002758,hsa_circ_0002758
hsa_circRNA_400040,hsa_circ_0092305
hsa_circRNA_103071,hsa_circ_0008993
hsa_circRNA_101728,hsa_circ_0006735
hsa_circRNA_028628,hsa_circ_0028628
hsa_circRNA_001964,hsa_circ_0001964
hsa_circRNA_003698,hsa_circ_0003698
hsa_circRNA_043122,hsa_circ_0043122
hsa_circRNA_002643,hsa_circ_0002643
hsa_circRNA_104245,hsa_circ_0078432
hsa_circRNA_060170,hsa_circ_0060170
hsa_circRNA_101822,hsa_circ_0006275
hsa_circRNA_028067,hsa_circ_0028067
hsa_circRNA_080773,hsa_circ_0080773
hsa_circRNA_101980,hsa_circ_0042088
hsa_circRNA_104260,hsa_circ_0078610
hsa_circRNA_102207,hsa_circ_0045881
hsa_circRNA_103866,hsa_circ_0072788
hsa_circRNA_035269,hsa_circ_0035269
hsa_circRNA_003900,hsa_circ_0003900
hsa_circRNA_002144,hsa_circ_0000511
hsa_circRNA_104765,hsa_circ_0001850
hsa_circRNA_101422,hsa_circ_0032877
hsa_circRNA_101990,hsa_circ_0042331
hsa_circRNA_051806,hsa_circ_0051806
hsa_circRNA_051805,hsa_circ_0051805
hsa_circRNA_053882,hsa_circ_0053882
hsa_circRNA_001533,hsa_circ_0001533
hsa_circRNA_074530,hsa_circ_0074530
hsa_circRNA_000903,hsa_circ_0001160
hsa_circRNA_092438,hsa_circ_0000749
hsa_circRNA_008343,hsa_circ_0008343
hsa_circRNA_011491,hsa_circ_0011491
hsa_circRNA_001064,hsa_circ_0000610
hsa_circRNA_033388,hsa_circ_0033388
hsa_circRNA_033392,hsa_circ_0033392
hsa_circRNA_102048,hsa_circ_0043269
hsa_circRNA_001593,hsa_circ_0001593
hsa_circRNA_100804,hsa_circ_0009155
hsa_circRNA_084900,hsa_circ_0084900
hsa_circRNA_100028,hsa_circ_0009524
hsa_circRNA_103855,hsa_circ_0072678
hsa_circRNA_100450,hsa_circ_0005314
hsa_circRNA_092412,hsa_circ_0000574
hsa_circRNA_006082,hsa_circ_0006082
hsa_circRNA_104794,hsa_circ_0087275
hsa_circRNA_102647,hsa_circ_0053070
hsa_circRNA_104046,hsa_circ_0075456
hsa_circRNA_103408,hsa_circ_0066444
hsa_circRNA_103036,hsa_circ_0060035
hsa_circRNA_001881,hsa_circ_0001881
hsa_circRNA_037897,hsa_circ_0037897
hsa_circRNA_001256,hsa_circ_0001256
hsa_circRNA_049434,hsa_circ_0049434
hsa_circRNA_103931,hsa_circ_0073805
hsa_circRNA_101955,hsa_circ_0004402
hsa_circRNA_007038,hsa_circ_0007038
hsa_circRNA_002134,hsa_circ_0002134
hsa_circRNA_103052,hsa_circ_0060194
hsa_circRNA_014865,hsa_circ_0014865
hsa_circRNA_100510,hsa_circ_0017287
hsa_circRNA_102819,hsa_circ_0056433
hsa_circRNA_102138,hsa_circ_0044907
hsa_circRNA_083834,hsa_circ_0083834
hsa_circRNA_081055,hsa_circ_0081055
hsa_circRNA_057619,hsa_circ_0057619
hsa_circRNA_101074,hsa_circ_0000402
hsa_circRNA_102199,hsa_circ_0006799
hsa_circRNA_028861,hsa_circ_0028861
hsa_circRNA_006389,hsa_circ_0006389
hsa_circRNA_001027,hsa_circ_0001027
hsa_circRNA_103187,hsa_circ_0005175
hsa_circRNA_066608,hsa_circ_0066608
hsa_circRNA_101882,hsa_circ_0040573
hsa_circRNA_104819,hsa_circ_0008193
hsa_circRNA_002048,hsa_circ_0000727
hsa_circRNA_005377,hsa_circ_0005377
hsa_circRNA_102002,hsa_circ_0003505
hsa_circRNA_102004,hsa_circ_0042459
hsa_circRNA_044885,hsa_circ_0044885
hsa_circRNA_102718,hsa_circ_0003959
hsa_circRNA_104833,hsa_circ_0002191
hsa_circRNA_104875,hsa_circ_0088059
hsa_circRNA_007856,hsa_circ_0007856
hsa_circRNA_103960,hsa_circ_0007440
hsa_circRNA_092483,hsa_circ_0001038
hsa_circRNA_028072,hsa_circ_0028072
hsa_circRNA_081545,hsa_circ_0081545
hsa_circRNA_001067,hsa_circ_0000644
hsa_circRNA_023110,hsa_circ_0023110
hsa_circRNA_101251,hsa_circ_0006900
hsa_circRNA_103780,hsa_circ_0071654
hsa_circRNA_104050,hsa_circ_0075504
hsa_circRNA_103694,hsa_circ_0006866
hsa_circRNA_100055,hsa_circ_0009964
hsa_circRNA_100512,hsa_circ_0005090
hsa_circRNA_061346,hsa_circ_0061346
hsa_circRNA_031668,hsa_circ_0031668
hsa_circRNA_017306,hsa_circ_0017306
hsa_circRNA_050273,hsa_circ_0050273
hsa_circRNA_102438,hsa_circ_0049220
hsa_circRNA_102462,hsa_circ_0049700
hsa_circRNA_018834,hsa_circ_0018834
hsa_circRNA_103988,hsa_circ_0003278
hsa_circRNA_101031,hsa_circ_0007478
hsa_circRNA_100898,hsa_circ_0023730
hsa_circRNA_092524,hsa_circ_0001264
hsa_circRNA_058741,hsa_circ_0058741
hsa_circRNA_019756,hsa_circ_0019756
hsa_circRNA_103640,hsa_circ_0002000
hsa_circRNA_101207,hsa_circ_0006689
hsa_circRNA_024600,hsa_circ_0024600
hsa_circRNA_103828,hsa_circ_0072386
hsa_circRNA_100648,hsa_circ_0005898
hsa_circRNA_029562,hsa_circ_0029562
hsa_circRNA_102454,hsa_circ_0049487
hsa_circRNA_100911,hsa_circ_0023891
hsa_circRNA_072837,hsa_circ_0072837
hsa_circRNA_041698,hsa_circ_0041698
hsa_circRNA_103069,hsa_circ_0060516
hsa_circRNA_101413,hsa_circ_0032742
hsa_circRNA_080320,hsa_circ_0080320
hsa_circRNA_049237,hsa_circ_0049237
hsa_circRNA_102215,hsa_circ_0008114
hsa_circRNA_047720,hsa_circ_0047720
hsa_circRNA_104879,hsa_circ_0008192
hsa_circRNA_036088,hsa_circ_0036088
hsa_circRNA_400026,hsa_circ_0092296
hsa_circRNA_104322,hsa_circ_0007904
hsa_circRNA_101142,hsa_circ_0028190
hsa_circRNA_024393,hsa_circ_0024393
hsa_circRNA_024853,hsa_circ_0024853
hsa_circRNA_020625,hsa_circ_0020625
hsa_circRNA_043898,hsa_circ_0043898
hsa_circRNA_024588,hsa_circ_0024588
hsa_circRNA_104896,hsa_circ_0088222
hsa_circRNA_104451,hsa_circ_0081778
hsa_circRNA_056530,hsa_circ_0056530
hsa_circRNA_103906,hsa_circ_0008315
hsa_circRNA_005476,hsa_circ_0005476
hsa_circRNA_101272,hsa_circ_0005783
hsa_circRNA_001943,hsa_circ_0001943
hsa_circRNA_100083,hsa_circ_0010486
hsa_circRNA_026468,hsa_circ_0026468
hsa_circRNA_100956,hsa_circ_0000357
hsa_circRNA_005768,hsa_circ_0005768
hsa_circRNA_027446,hsa_circ_0027446
hsa_circRNA_103543,hsa_circ_0068470
hsa_circRNA_001880,hsa_circ_0001880
hsa_circRNA_014644,hsa_circ_0014644
hsa_circRNA_104109,hsa_circ_0076413
hsa_circRNA_004993,hsa_circ_0004993
hsa_circRNA_101604,hsa_circ_0000638
hsa_circRNA_006296,hsa_circ_0006296
hsa_circRNA_101508,hsa_circ_0007705
hsa_circRNA_102118,hsa_circ_0044413
hsa_circRNA_011084,hsa_circ_0011084
hsa_circRNA_001982,hsa_circ_0001982
hsa_circRNA_007105,hsa_circ_0007105
hsa_circRNA_103847,hsa_circ_0007915
hsa_circRNA_103345,hsa_circ_0065173
hsa_circRNA_077367,hsa_circ_0077367
hsa_circRNA_001387,hsa_circ_0001387
hsa_circRNA_006431,hsa_circ_0006431
hsa_circRNA_001670,hsa_circ_0001670
hsa_circRNA_003272,hsa_circ_0003272
hsa_circRNA_103007,hsa_circ_0001134
hsa_circRNA_001537,hsa_circ_0001537
hsa_circRNA_088281,hsa_circ_0088281
hsa_circRNA_001717,hsa_circ_0001717
hsa_circRNA_042474,hsa_circ_0042474
hsa_circRNA_102688,hsa_circ_0006422
hsa_circRNA_089474,hsa_circ_0089474
hsa_circRNA_100255,hsa_circ_0012859
hsa_circRNA_100606,hsa_circ_0018529
hsa_circRNA_101524,hsa_circ_0035360
hsa_circRNA_001527,hsa_circ_0001560
hsa_circRNA_029031,hsa_circ_0029031
hsa_circRNA_001281,hsa_circ_0001281
hsa_circRNA_007966,hsa_circ_0007966
hsa_circRNA_024951,hsa_circ_0024951
hsa_circRNA_103695,hsa_circ_0002538
hsa_circRNA_072979,hsa_circ_0072979
hsa_circRNA_055387,hsa_circ_0055387
hsa_circRNA_040203,hsa_circ_0040203
hsa_circRNA_103817,hsa_circ_0072272
hsa_circRNA_045788,hsa_circ_0045788
hsa_circRNA_100243,hsa_circ_0000073
hsa_circRNA_001203,hsa_circ_0001203
hsa_circRNA_000168,hsa_circ_0000168
hsa_circRNA_003223,hsa_circ_0003223
hsa_circRNA_103066,hsa_circ_0006332
hsa_circRNA_085976,hsa_circ_0085976
hsa_circRNA_038054,hsa_circ_0038054
hsa_circRNA_031393,hsa_circ_0031393
hsa_circRNA_101045,hsa_circ_0025946
hsa_circRNA_101229,hsa_circ_0003285
hsa_circRNA_101880,hsa_circ_0040533
hsa_circRNA_063623,hsa_circ_0063623
hsa_circRNA_100335,hsa_circ_0006892
hsa_circRNA_000107,hsa_circ_0000107
hsa_circRNA_003618,hsa_circ_0003618
hsa_circRNA_102683,hsa_circ_0007386
hsa_circRNA_001298,hsa_circ_0001298
hsa_circRNA_008464,hsa_circ_0008464
hsa_circRNA_101391,hsa_circ_0032462
hsa_circRNA_100438,hsa_circ_0006827
hsa_circRNA_063408,hsa_circ_0063408
hsa_circRNA_033155,hsa_circ_0033155
hsa_circRNA_008936,hsa_circ_0008936
hsa_circRNA_104034,hsa_circ_0075341
hsa_circRNA_103704,hsa_circ_0070467
hsa_circRNA_007315,hsa_circ_0007315
hsa_circRNA_066246,hsa_circ_0066246
hsa_circRNA_071760,hsa_circ_0071760
hsa_circRNA_076057,hsa_circ_0076057
hsa_circRNA_002873,hsa_circ_0002873
hsa_circRNA_103307,hsa_circ_0064557
hsa_circRNA_100209,hsa_circ_0012300
hsa_circRNA_103798,hsa_circ_0005260
hsa_circRNA_075522,hsa_circ_0075522
hsa_circRNA_102113,hsa_circ_0002069
hsa_circRNA_005272,hsa_circ_0005272
hsa_circRNA_100428,hsa_circ_0016028
hsa_circRNA_006728,hsa_circ_0006728
hsa_circRNA_101591,hsa_circ_0036282
hsa_circRNA_038883,hsa_circ_0038883
hsa_circRNA_101561,hsa_circ_0035907
hsa_circRNA_091304,hsa_circ_0091304
hsa_circRNA_077771,hsa_circ_0077771
hsa_circRNA_092487,hsa_circ_0001046
hsa_circRNA_104993,hsa_circ_0001917
hsa_circRNA_092495,hsa_circ_0001090
hsa_circRNA_101768,hsa_circ_0038649
hsa_circRNA_101769,hsa_circ_0038655
hsa_circRNA_104355,hsa_circ_0079985
hsa_circRNA_081028,hsa_circ_0081028
hsa_circRNA_068472,hsa_circ_0068472
hsa_circRNA_000015,hsa_circ_0000015
hsa_circRNA_000746,hsa_circ_0000746
hsa_circRNA_104184,hsa_circ_0003625
hsa_circRNA_104656,hsa_circ_0003593
hsa_circRNA_044833,hsa_circ_0044833
hsa_circRNA_101058,hsa_circ_0026285
hsa_circRNA_008652,hsa_circ_0008652
hsa_circRNA_048148,hsa_circ_0048148
hsa_circRNA_101575,hsa_circ_0036044
hsa_circRNA_000784,hsa_circ_0000784
hsa_circRNA_004477,hsa_circ_0004477
hsa_circRNA_037096,hsa_circ_0037096
hsa_circRNA_102924,hsa_circ_0008365
hsa_circRNA_001113,hsa_circ_0001113
hsa_circRNA_104642,hsa_circ_0084678
hsa_circRNA_104251,hsa_circ_0078486
hsa_circRNA_089202,hsa_circ_0089202
hsa_circRNA_005104,hsa_circ_0005104
hsa_circRNA_006604,hsa_circ_0006604
hsa_circRNA_002562,hsa_circ_0002562
hsa_circRNA_000435,hsa_circ_0000435
hsa_circRNA_101827,hsa_circ_0000707
hsa_circRNA_001145,hsa_circ_0001145
hsa_circRNA_092574,hsa_circ_0001752
hsa_circRNA_023828,hsa_circ_0023828
hsa_circRNA_003356,hsa_circ_0003356
hsa_circRNA_103803,hsa_circ_0072008
hsa_circRNA_000129,hsa_circ_0000129
hsa_circRNA_004138,hsa_circ_0004138
hsa_circRNA_102881,hsa_circ_0057582
hsa_circRNA_101510,hsa_circ_0035074
hsa_circRNA_101799,hsa_circ_0039076
hsa_circRNA_004128,hsa_circ_0004128
hsa_circRNA_104231,hsa_circ_0007317
hsa_circRNA_104248,hsa_circ_0002073
hsa_circRNA_101519,hsa_circ_0035217
hsa_circRNA_103096,hsa_circ_0001173
hsa_circRNA_101460,hsa_circ_0034067
hsa_circRNA_101899,hsa_circ_0000724
hsa_circRNA_001194,hsa_circ_0001822
hsa_circRNA_005990,hsa_circ_0005990
hsa_circRNA_102863,hsa_circ_0057214
hsa_circRNA_007192,hsa_circ_0007192
hsa_circRNA_104138,hsa_circ_0077086
hsa_circRNA_102408,hsa_circ_0048430
hsa_circRNA_103299,hsa_circ_0064455
hsa_circRNA_101802,hsa_circ_0039216
hsa_circRNA_030180,hsa_circ_0030180
hsa_circRNA_102133,hsa_circ_0006508
hsa_circRNA_100863,hsa_circ_0023202
hsa_circRNA_400054,hsa_circ_0092326
hsa_circRNA_101066,hsa_circ_0026337
hsa_circRNA_102137,hsa_circ_0004027
hsa_circRNA_104973,hsa_circ_0003473
hsa_circRNA_048584,hsa_circ_0048584
hsa_circRNA_056829,hsa_circ_0056829
hsa_circRNA_105021,hsa_circ_0002995
hsa_circRNA_001216,hsa_circ_0000238
hsa_circRNA_104392,hsa_circ_0002284
hsa_circRNA_008765,hsa_circ_0008765
hsa_circRNA_001244,hsa_circ_0001244
hsa_circRNA_102959,hsa_circ_0058912
hsa_circRNA_103978,hsa_circ_0074371
hsa_circRNA_080346,hsa_circ_0080346
hsa_circRNA_057748,hsa_circ_0057748
hsa_circRNA_102645,hsa_circ_0053063
hsa_circRNA_103047,hsa_circ_0060144
hsa_circRNA_100867,hsa_circ_0023249
hsa_circRNA_104934,hsa_circ_0007311
hsa_circRNA_100497,hsa_circ_0017105
hsa_circRNA_101011,hsa_circ_0007481
hsa_circRNA_105001,hsa_circ_0005477
hsa_circRNA_000407,hsa_circ_0000407
hsa_circRNA_058361,hsa_circ_0058361
hsa_circRNA_100020,hsa_circ_0009434
hsa_circRNA_074270,hsa_circ_0074270
hsa_circRNA_021602,hsa_circ_0021602
hsa_circRNA_100311,hsa_circ_0000116
hsa_circRNA_104353,hsa_circ_0079958
hsa_circRNA_092443,hsa_circ_0000781
hsa_circRNA_006692,hsa_circ_0006692
hsa_circRNA_102483,hsa_circ_0049998
hsa_circRNA_103972,hsa_circ_0074264
hsa_circRNA_079329,hsa_circ_0079329
hsa_circRNA_005080,hsa_circ_0005080
hsa_circRNA_030039,hsa_circ_0030039
hsa_circRNA_103633,hsa_circ_0069681
hsa_circRNA_100832,hsa_circ_0022378
hsa_circRNA_103728,hsa_circ_0070805
hsa_circRNA_104886,hsa_circ_0088145
hsa_circRNA_101879,hsa_circ_0040507
hsa_circRNA_104939,hsa_circ_0089131
hsa_circRNA_003122,hsa_circ_0003122
hsa_circRNA_004611,hsa_circ_0004611
hsa_circRNA_002750,hsa_circ_0002750
hsa_circRNA_101847,hsa_circ_0040000
hsa_circRNA_101178,hsa_circ_0005043
hsa_circRNA_103584,hsa_circ_0002688
hsa_circRNA_101938,hsa_circ_0041252
hsa_circRNA_001714,hsa_circ_0001714
hsa_circRNA_068593,hsa_circ_0068593
hsa_circRNA_006998,hsa_circ_0006998
hsa_circRNA_074933,hsa_circ_0074933
hsa_circRNA_104005,hsa_circ_0074932
hsa_circRNA_104124,hsa_circ_0076793
hsa_circRNA_102074,hsa_circ_0043815
hsa_circRNA_102075,hsa_circ_0043816
hsa_circRNA_104698,hsa_circ_0002965
hsa_circRNA_031007,hsa_circ_0031007
hsa_circRNA_001556,hsa_circ_0000307
hsa_circRNA_100550,hsa_circ_0017726
hsa_circRNA_100478,hsa_circ_0016873
hsa_circRNA_103637,hsa_circ_0007928
hsa_circRNA_070154,hsa_circ_0070154
hsa_circRNA_004014,hsa_circ_0004014
hsa_circRNA_100738,hsa_circ_0020816
hsa_circRNA_100699,hsa_circ_0020250
hsa_circRNA_100701,hsa_circ_0008742
hsa_circRNA_002812,hsa_circ_0002812
hsa_circRNA_102393,hsa_circ_0048025
hsa_circRNA_039219,hsa_circ_0039219
hsa_circRNA_103358,hsa_circ_0001294
hsa_circRNA_071679,hsa_circ_0071679
hsa_circRNA_002930,hsa_circ_0002930
hsa_circRNA_001350,hsa_circ_0000253
hsa_circRNA_102096,hsa_circ_0005455
hsa_circRNA_060530,hsa_circ_0060530
hsa_circRNA_062857,hsa_circ_0062857
hsa_circRNA_087631,hsa_circ_0087631
hsa_circRNA_104697,hsa_circ_0085711
hsa_circRNA_100081,hsa_circ_0010466
hsa_circRNA_000954,hsa_circ_0000954
hsa_circRNA_000536,hsa_circ_0000536
hsa_circRNA_101353,hsa_circ_0031897
hsa_circRNA_103980,hsa_circ_0006528
hsa_circRNA_060011,hsa_circ_0060011
hsa_circRNA_100109,hsa_circ_0008494
hsa_circRNA_104086,hsa_circ_0003738
hsa_circRNA_055264,hsa_circ_0055264
hsa_circRNA_102212,hsa_circ_0006640
hsa_circRNA_101177,hsa_circ_0006390
hsa_circRNA_104989,hsa_circ_0090142
hsa_circRNA_074595,hsa_circ_0074595
hsa_circRNA_100236,hsa_circ_0012634
hsa_circRNA_007756,hsa_circ_0007756
hsa_circRNA_009127,hsa_circ_0009127
hsa_circRNA_015962,hsa_circ_0015962
hsa_circRNA_101126,hsa_circ_0007044
hsa_circRNA_102049,hsa_circ_0043278
hsa_circRNA_102051,hsa_circ_0006220
hsa_circRNA_001175,hsa_circ_0001658
hsa_circRNA_006891,hsa_circ_0006891
hsa_circRNA_103414,hsa_circ_0001320
hsa_circRNA_019376,hsa_circ_0019376
hsa_circRNA_087352,hsa_circ_0087352
hsa_circRNA_030239,hsa_circ_0030239
hsa_circRNA_100597,hsa_circ_0018401
hsa_circRNA_101830,hsa_circ_0039847
hsa_circRNA_000875,hsa_circ_0000875
hsa_circRNA_000465,hsa_circ_0001744
hsa_circRNA_001968,hsa_circ_0000730
hsa_circRNA_101669,hsa_circ_0037158
hsa_circRNA_040773,hsa_circ_0040773
hsa_circRNA_100992,hsa_circ_0024866
hsa_circRNA_100181,hsa_circ_0011929
hsa_circRNA_101063,hsa_circ_0026302
hsa_circRNA_101062,hsa_circ_0004538
hsa_circRNA_011032,hsa_circ_0011032
hsa_circRNA_102444,hsa_circ_0049335
hsa_circRNA_003252,hsa_circ_0003252
hsa_circRNA_101097,hsa_circ_0004448
hsa_circRNA_100432,hsa_circ_0004777
hsa_circRNA_100246,hsa_circ_0006633
hsa_circRNA_092378,hsa_circ_0000201
hsa_circRNA_001589,hsa_circ_0001589
hsa_circRNA_075805,hsa_circ_0075805
hsa_circRNA_003792,hsa_circ_0003792
hsa_circRNA_104956,hsa_circ_0089466
hsa_circRNA_104337,hsa_circ_0079672
hsa_circRNA_000775,hsa_circ_0001928
hsa_circRNA_102588,hsa_circ_0051756
hsa_circRNA_101429,hsa_circ_0033010
hsa_circRNA_087538,hsa_circ_0087538
hsa_circRNA_045920,hsa_circ_0045920
hsa_circRNA_062997,hsa_circ_0062997
